id,url,place,kind,purchaser,date,contractor,price_info
2021/S 025-058036,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,"Roboty w zakresie budowy tam, kanałów, kanałów irygacyjnych i akweduktów",Országos Vízügyi Főigazgatóság,14/01/2021,Szabadics Építőipari Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 412 651 327.00 HUFCałkowita końcowa wartość umowy/części: 725 295 100.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,SHS-ÉPÍTŐ Tervező és Kivitelező Korlátolt Felelősségű Társaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 446 315 883.00 HUFCałkowita końcowa wartość umowy/części: 652 644 936.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,VivaPalazzo Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 741 770 650.00 HUFCałkowita końcowa wartość umowy/części: 1 285 878 198.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,"FEHÉR ABLAK Ablakgyártó, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság",V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 104 784 346.00 HUFCałkowita końcowa wartość umowy/części: 161 563 707.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,VivaPalazzo Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 329 837 288.00 HUFCałkowita końcowa wartość umowy/części: 577 310 899.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,OCTOPUS Invest Szolgáltató Korlátolt Felelősségű Társaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 17 961 760.00 HUFCałkowita końcowa wartość umowy/części: 23 885 831.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,OCTOPUS Invest Szolgáltató Korlátolt Felelősségű Társaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 31 453 223.00 HUFCałkowita końcowa wartość umowy/części: 38 662 135.00 HUF
2021/S 025-057902,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Székesfehérvár,Roboty budowlane,Székesfehérvári Tankerületi Központ,25/01/2021,OCTOPUS Invest Szolgáltató Korlátolt Felelősségű Társaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 33 281 956.00 HUFCałkowita końcowa wartość umowy/części: 40 402 319.00 HUF
2021/S 025-057832,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,"Roboty budowlane w zakresie budowy wypoczynkowych, sportowych, kulturalnych, hotelowych i restauracyjnych obiektów budowlanych",Erzsébet a Kárpát-medencei Gyermekekért Alapítvány,25/01/2021,FEJÉR-B.Á.L. Építő és Szolgáltató Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 4 481 118 364.00 HUF
2021/S 023-054460,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Budowa kolei,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,25/01/2021,,
2021/S 023-054460,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Budowa kolei,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,25/01/2021,,
2021/S 023-054460,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Budowa kolei,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,25/01/2021,,
2021/S 022-051697,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane,NFSI Nemzeti Fejlesztési és Stratégiai Intézet Nonprofit Kft.,25/01/2021,,
2021/S 021-048997,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,"Roboty budowlane w zakresie budowy wypoczynkowych, sportowych, kulturalnych, hotelowych i restauracyjnych obiektów budowlanych",Erzsébet a Kárpát-medencei Gyermekekért Alapítvány,11/01/2021,FEJÉR-B.Á.L. Építő és Szolgáltató Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 261 773 100.00 HUF
2021/S 021-048993,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,21/01/2021,Duna Aszfalt Út és Mélyépítő Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 21 473 744 177.00 HUFCałkowita końcowa wartość umowy/części: 20 996 339 260.00 HUF
2021/S 021-048993,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane,NIF Nemzeti Infrastruktúra Fejlesztő zártkörűen működő Részvénytársaság,22/01/2021,HE-DO Építő Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 501 878 516.00 HUFCałkowita końcowa wartość umowy/części: 741 888 888.00 HUF
2021/S 020-043817,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane w zakresie lokalnych zakładów grzewczych,NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság,22/01/2021,,
2021/S 020-043815,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Debrecen,Roboty budowlane w zakresie krycia powierzchni,Debrecen Megyei Jogú Város Önkormányzata,15/01/2021,Duna Aszfalt Út és Mélyépítő Zártkörűen Működő Részvénytársaság,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 8 690 540 284.00 HUF
2021/S 020-043810,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Tatabánya,Roboty renowacyjne,Tatabányai Tankerületi Központ,18/01/2021,Euro Generál Zrt.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 637 316 892.00 HUF
2021/S 020-043808,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Tatabánya,Roboty budowlane,Tatabányai Tankerületi Központ,18/01/2021,Euro Generál Zrt.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 949 885 500.00 HUF
2021/S 020-043753,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane,Fővárosi Állat- és Növénykert,17/11/2020,Kolmann Bau Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 40 000 000.00 HUFCałkowita końcowa wartość umowy/części: 39 995 982.00 HUF
2021/S 020-043753,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane,Fővárosi Állat- és Növénykert,20/11/2020,Baking Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 15 043 000.00 HUFCałkowita końcowa wartość umowy/części: 15 038 100.00 HUF
2021/S 020-043753,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Budapeszt,Roboty budowlane,Fővárosi Állat- és Növénykert,26/11/2020,Nagora Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Początkowa szacunkowa całkowita wartość zamówienia/części: 10 000 000.00 HUFCałkowita końcowa wartość umowy/części: 8 315 298.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,05/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 4 366 223.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 969 897.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 511 634.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 027 970.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 23 031 732.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,26/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 509 686.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 182 796.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 24 001 764.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 095 018.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 865 032.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,20/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 400 776.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,26/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 194 800.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,22/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 4 379 301.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,22/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 6 658 760.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,22/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 10 972 668.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,22/10/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 183 911.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 962 379.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 950 963.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 374 084.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 20 550 388.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 4 387 773.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 582 894.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 12 353 076.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,12/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 571 987.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 022 042.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 876 373.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 420 372.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 876 654.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 3 987 569.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 813 381.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 787 338.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 590 653.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 838 087.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 390 012.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 661 458.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,23/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 1 559 113.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,16/11/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 25 105 179.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,28/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 5 538 745.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 21 067 795.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 541 536.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 404 024.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 666 506.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 100 856.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 15 078 071.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,07/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 8 032 178.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,28/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 2 870 291.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,28/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 20 337 954.00 HUF
2021/S 020-043752,https://ted.europa.eu/TED/search/expertSearch.do,Węgry-Győr,Roboty w zakresie konserwacji dróg,Győr Megyei Jogú Város Útkezelő Szervezete,28/12/2020,STRABAG Általános Építő Kft.,V.2.4)Informacje na temat wartości zamówienia/części (bez VAT)Całkowita końcowa wartość umowy/części: 12 446 122.00 HUF
